GLDesc,Asin,UPC,ItemDesc,Units,Total Price
gl_pc,B09PHBDT7K,884116395393,"Dell XPS 17 9720 Laptop17.0-inch UHD+ (3840 x 2400) Touchscreen Display, Intel Core i9-12900HK, 32GB Memory, 1TB SSD, NVIDIA GeForce RTX 3060, Intel Killer Wi-Fi 6, Windows 11 Pro - Silver",1," $ 2,905.00 "
gl_pc,B096KFZS18,824142256428,"MSI Summit E16 FLIP 16"" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel Core i7-1195G7 RTX3050 32GB LPDDR4X 2TB NVMe SSD Win10Pro (A11UCT-026)",1," $ 2,886.30 "
gl_pc,B09RC3V656,810056146269,Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070 Ti - 12th Gen Intel 14-Core i7 CPU - 15.6” FHD 360Hz - 16GB DDR5 RAM - 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4,1," $ 2,872.49 "
gl_pc,B095BX7JJY,824142255476,MSI WS66 11UK FHD Mobile Workstation Intel Core i9-11900H Quadro RTX A3000 32GB RAM 1TB NVME SSD WIN10 Pro TPM2.0 Fingerprint 3 Year onsite Warranty,1," $ 2,865.76 "
gl_pc,B08DWDL357,884116363415,"New Dell XPS 17 9700 17 inch UHD Plus Laptop, Intel i9-10885H 10th Gen, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Windows 10 Home, Silver",1," $ 2,865.00 "
gl_pc,B086QR47SP,889842594799,"NEW Microsoft Surface Book 3 - 15"" Touch-Screen - 10th Gen Intel Core i7 - 16GB Memory - 256GB SSD (Latest Model) - Platinum",1," $ 2,857.21 "
gl_pc,B08YWLZ2TK,889842737813,Microsoft Surface Laptop 4 13.5” Touch-Screen – Intel Core i7 - 32GB - 1TB Solid State Drive - Matte Black,1," $ 2,856.59 "
gl_pc,B09F8J8D44,889842785067,"Microsoft Surface Laptop Studio - 14.4"" Touchscreen - Intel® Core™ i7 - 32GB Memory - 2TB SSD - Platinum",1," $ 2,851.99 "
gl_pc,B09QHDXSH9,811698036956,"Skytech Chronos White Gaming PC Desktop – Intel Core i9 10900K 3.7 GHz, RTX 3080 Ti, 1TB NVME SSD, 32G DDR4 3200, 850W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",1," $ 2,850.00 "
gl_pc,B085B36124,824142207369,"MSI GS75 Stealth 10SGS-027 17.3"" 300Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i9-10980HK RTX 2080 Super 32GB 1TB NVMe SSD Win10PRO VR Ready",1," $ 2,849.00 "
gl_camera,B09HH9BG5M,190021045361,"DJI Mavic 3 Fly More Combo - Camera Drone with 4/3 CMOS Hasselblad Camera, 5.1K Video, Omnidirectional Obstacle Sensing, 46-Min Flight, Advanced Auto Return, Max 15km Video Transmission",1," $ 2,849.00 "
gl_pc,B096D4KY27,824142256169,"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i9-11900H, NVIDIA GeForce RTX 3060, 32GB RAM, 2TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-043)",1," $ 2,846.35 "
gl_pc,B074XHS8VR,814158024807,"OEM Lenovo ThinkPad P15 Gen 1 15.6” FHD 1920x1080 IPS, Intel Hexa Core i7-10750H [6 Cores], 64GB RAM, 1TB NVMe, Quadro T1000, Fingerprint, W10P, Business Laptop",1," $ 2,840.59 "
gl_pc,B0B6FMGQDD,195553720939,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6” 4K Touch Display, Intel Core i9-12900H, 32GB RAM, 1TB SSD, GeForce RTX 3070 Ti, ScreenPad Plus, Windows 11 Pro, Celestial Blue, UX582ZW-XB99T",1," $ 2,820.00 "
gl_pc,B081FTNGNC,190199267992,"2019 Apple MacBook Pro (16-inch, 16GB RAM, 1TB Storage, 2.3GHz Intel Core i9) - Silver",1," $ 2,799.00 "
gl_pc,B086MHT6LB,811659036926,"Razer Blade 15 Advanced Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 Super Max-Q, 15.6” FHD 300Hz, 16GB RAM, 1TB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",1," $ 2,797.05 "
gl_pc,B09F3PT4FT,884116393009,"Alienware X17 R1, 17.3 inch FHD 360Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3080 16GB GDDR6, Windows 11 Home - Lunar Light",1," $ 2,790.00 "
gl_pc,B09DFMN58H,884116392460,"Dell XPS 13 9310 Thin and Light Touchscreen Laptop, 13.4 inch OLED Display - Intel Core i7-1195G7, 32GB LPDDR4x RAM, 2TB SSD, Intel Iris Xe Graphics, Windows 11 Pro - Platinum Silver",1," $ 2,789.10 "
gl_pc,B08XFVYWD1,884116364795,"Dell XPS 9310 Thin and Light Touchscreen Laptop - 13.4 Inch UHD+ 4K Display - Intel Core i7-1185G7, 32GB LPDDR4x RAM, 2TB SSD, Intel Iris Xe Graphics, Windows 10 Home - Platinum Silver",1," $ 2,789.10 "
gl_pc,B09NLDMKVR,884116393771,"Alienware Aurora R14 Liquid Cooled Gaming Desktop - AMD Ryzen 9 5900, 32GB 3466MHz RAM, 1TB SDD + 2TB HDD, NVIDIA GeForce RTX 3080 10GB GDDR6X Graphics, VR Ready, USB-C, Windows 11 Home – Black",1," $ 2,782.90 "
gl_pc,B09DFH25ZG,884116392514,"Dell XPS 17 9710, 17 inch UHD+ Touchscreen Laptop - Intel Core i9-11900H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 11 Pro - Platinum Silver with Pro Support",1," $ 2,770.00 "
gl_pc,B09SVZ4XFV,824142279205,"MSI Summit E16 Flip 16"" QHD+ Touch Ultra Thin 2-in-1 Business Laptop: Intel Core i7-1260P RTX 3050 Ti 32GB LPDDR5 1TB NVMe, 360-Degree Flip, Thunderbolt 4, MSI Pen, Win 11 Pro: Ink Black A12UDT-006",1," $ 2,760.75 "
gl_pc,B09WPJQN3C,195553655880,"ASUS ROG Strix LC NVIDIA GeForce RTX 3090 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Full-Coverage Cold Plate, 240mm Radiator, 600mm tubing, GPU Tweak)",1," $ 2,745.90 "
gl_pc,B07X648DNL,787468161107,"CUK ZenBook Pro Duo by_ASUS UX581LV Touch Studio Notebook with Screenpad Plus (Intel i9-10980HK, NVIDIA GeForce RTX 2060, 32GB RAM, 2TB NVMe, 15.6"" 4K, Microsoft Windows 10 Pro) Laptop Computer",1," $ 2,738.39 "
gl_pc,B01606NQ62,889842019438,"Microsoft Surface Pro 4 (512 GB, 16 GB RAM, Intel Core i7e)",1," $ 2,731.78 "
gl_pc,B07B2XD3R7,846504003051,"Synology 12bay NAS RackStation RS3618xs (Diskless), RS3618xs",1," $ 2,727.33 "
gl_pc,B08G657LDH,,"Dell XPS 13 (9310), 13.4- inch UHD+ Touch Laptop - Intel Core i7-1185G7, 32GB 4267MHz LPDDR4x RAM, 2TB SSD, Iris Xe Graphics, Windows 10 Home - Platinum Silver with Black Palmrest",1," $ 2,704.05 "
gl_pc,B09RB9SB9M,824142277690,"MSI Raider GE66 15.6"" QHD 240Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UHS-236",1," $ 2,699.00 "
gl_pc,B09YV1THBM,824142288160,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i9-12900KF, GeForce RTX 3080, 32GB Memory (Dual-CHL), 1TB SSD + 2TB HDD, WiFi 6E, Liquid Cooling, USB Type-C, VR-Ready, Windows 11 Home (12TE-294US)",1," $ 2,697.00 "
gl_pc,B09R9JPVK9,824142280324,MSI Gaming GeForce RTX 3090 Ti 24GB GDRR6X 384-Bit HDMI/DP Nvlink Tri-Frozr Ampere Architecture OC Graphics Card (RTX 3090 Ti SUPRIM X 24G),1," $ 2,671.65 "
gl_pc,B09NMT8K88,195553388924,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6â€ OLED UHD Touch Display, Intel Core i9-11900H, 32GB RAM, 1TB SSD, GeForce RTX 3060, ScreenPadâ„¢ Plus, Windows 11 Pro, Celestial Blue, UX582HM-XH96T",1," $ 2,640.00 "
gl_pc,B09WXK7L8J,,PowerColor Liquid Devil AMD Radeon RX 6950 XT Graphics Card with 16GB GDDR6 Memory,1," $ 2,632.50 "
gl_pc,B086QSTP4B,889842597325,"NEW Microsoft Surface Book 3 - 13.5"" Touch-Screen - 10th Gen Intel Core i7 - 32GB Memory - 1TB SSD (Latest Model) - Platinum",1," $ 2,625.00 "
gl_pc,B07XC2XGR9,889842784602,"Microsoft Surface Laptop Studio - 14.4"" Touchscreen - Intel® Core™ i7 - 16GB Memory - 512GB SSD - Platinum",1," $ 2,608.19 "
gl_pc,B09MSL5B7G,824142273753,"MSI Aegis RS (Tower) Gaming Desktop, Intel Core i7-12700K, GeForce RTX 3080, 32GB Memory (Dual-CHL), 1TB SSD + 2TB HDD, WiFi 6E, Liquid Cooling, USB Type-C, VR-Ready, Windows 11 Home (12TE-257US)",1," $ 2,604.00 "
gl_pc,B08R9GGMBS,824142238448,"MSI GE66210 GE66 Raider 15.6"" 300Hz 3ms Gaming Laptop Intel Core i7-10870H RTX3080 32GB 1TB NVMe SSD Win10 VR Ready",1," $ 2,603.00 "
gl_pc,B097G4L72G,811698034167,"Skytech Shiva Gaming PC Desktop - AMD Ryzen 5 5600X 3.7GHz, RTX 3080 10GB GDDR6X, 16GB DDR4 3200, 1TB NVMe SSD, 750W Gold PSU, 240MM AIO, AC WiFi, Windows 10 Home 64-bit, White",1," $ 2,600.18 "
gl_pc,B09HL94HNS,884116393740,"Alienware Aurora R10 Liquid Cooled Gaming Desktop - AMD Ryzen 9 5900, 32GB DDR4 XMP HyperX Fury RAM, 2TB SDD + 2TB HDD, Wi-Fi 6, VR Ready, AMD Radeon RX 6800 XT 16GB GDDR6, Windows 11 Home - Black",1," $ 2,600.00 "
gl_pc,B0897ZBRQR,884116362296,"Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home",1," $ 2,592.00 "
gl_pc,B08HJRF2CN,889523024485,"Gigabyte GeForce RTX 3090 GAMING OC 24G Graphics Card, 3x WINDFORCE Fans, 24GB 384-Bit GDDR6X, GV-N3090GAMING OC-24GD Video Card",1," $ 2,592.00 "
gl_pc,B09XBJH398,843368075699,"EVGA GeForce RTX 3090 Ti FTW3 Black Gaming, 24G-P5-4981-KR, 24GB GDDR6X, iCX3, ARGB LED, Backplate, Free eLeash",1," $ 2,565.00 "
gl_pc,B075S6YTRT,889842246162,"Microsoft Surface Laptop (1st Gen) EUP-00001 Laptop (Windows 10 S, Intel Core i7, 13.5"" LCD Screen, Storage: 1000 GB, RAM: 16 GB) Platinum",1," $ 2,561.47 "
gl_pc,B0974YVB9D,810012081832,"ZOTAC Gaming GeForce RTX™ 3090 AMP Extreme Holo 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 Gaming Graphics Card, HoloBlack, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30900B-10P",1," $ 2,558.25 "
gl_pc,B08JVLMYTD,195161076046,"HP Envy All-in-One PC, NVIDIA GeForce GTX 1650, 10th Gen Intel Core i7-10700 Processor, 16 GB RAM, 1 TB SSD Storage, 31.5” 4K UHD Display, Wide-Color-Gamut & 600 nits Peak Brightness (32-a1010, 2021)",1," $ 2,551.49 "
gl_pc,B09R9G57GK,824142281215,MSI Gaming GeForce RTX 3090 Ti 24GB GDRR6X 384-Bit HDMI/DP Nvlink Tri-Frozr Ampere Architecture OC Graphics Card (RTX 3090 Ti Gaming X Trio 24G),1," $ 2,547.45 "
