GLDesc,CategoryCode,CategoryDesc,SubcatCode,SubcatDesc,Asin,UPC,ItemDesc
gl_wireless,10701400,1400 Wearables,10701410,1410 Smartwatches,B07K3HG6T9,190198806659,"Apple Watch Series 3 [GPS 42mm] Smart Watch w/ Silver Aluminum Case & White Sport Band. Fitness & Activity Tracker, Heart Rate Monitor, Retina Display, Water Resistant"
gl_pc,14700900,0900 Networking,14700907,0907 USB Hubs,B08H4WHQ2N,85896340096,"Kensington SD5600T 14-in-1 USB-C and Thunderbolt 3 Dock - Compatible with Mac and Windows, 96W Laptop Charging, 2X HDMI 2.0 and DisplayPort, 7X USB Ports, Ethernet, Audio, SD/MicroSD (K34009US)"
gl_video_games,6312000,2000 Consoles,6312100,2100 Standalone Consoles,B08G9J44ZN,840262756396,Xbox Series S
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B08F6PCFML,,"OnePlus 7T HD1907, 8GB RAM + 128GB Memory, GSM 4G LTE Factory Unlocked for AT&T T-Mobile, Single Sim, US Model (Glacier Blue)"
gl_pc,14700600,0600 Drives,14700602,0602 Internal Solid State Drives,B07M9VXSXG,718037865379,"WD_BLACK 2TB SN750 NVMe Internal Gaming SSD Solid State Drive - Gen3 PCIe, M.2 2280, 3D NAND, Up to 3,400 MB/s - WDS200T3X0C"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B09JZSX9JS,706487021476,"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-C Bluetooth Adapter and MS Teams-Compatibility - Black"
gl_pc,14700100,0100 Desktop,14700101,0101 Desktops,B07NL4CT8L,760625132813,"HP EliteDesk 800 G1 SFF High Performance Business Desktop Computer, Intel Quad Core i5-4590 upto 3.7GHz, 16GB RAM, 1TB HDD, 256GB SSD (boot), DVD, WiFi, Windows 10 Professional (Renewed)"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08BY6M4K8,,Deeper Network Connect - Unlimited Smart VPN Router with Life Time | Ad Blocking | Work from Home | Hardware Firewall | Internet Security | Internet Parent Control | IoT Protection
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09GLC1SS4,824142270394,"MSI PRO Z690-A WiFi DDR4 ProSeries Motherboard (ATX, 12th Gen Intel Core, LGA 1700 Socket, DDR4, PCIe 4, CFX, M.2 Slots, Wi-Fi 6E)"
gl_pc,14700200,0200 Laptops,14700201,0201 Laptops,B084SKWC89,194721778178,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb185nr, Royal Blue)"
gl_wireless,10700100,0100 Wireless Phones,10700415,,B07ZQYZ82X,887276388779,"Samsung Galaxy S10e, 128GB, Prism Black - Unlocked (Renewed Premium)"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B07P3FGKYD,606449134766,"NETGEAR Nighthawk WiFi 6 Router (RAX120) 12-Stream Dual-Band Gigabit Router, AX6000 Wireless Speed (Up to 6 Gbps), Coverage Up to 3,500 sq.ft. and 30 Devices"
gl_pc,14700500,0500 Monitors,14700509,0509 Gaming Monitors,B095V23PTM,884116388593,"Dell Curved Gaming Monitor 27 Inch Curved Monitor with 165Hz Refresh Rate, QHD (2560 x 1440) Display, Black - S2722DGM"
gl_pc,14700600,0600 Drives,14700601,0601 Internal Bare/OEM Drives,B08GTXJ3LS,718037882413,"Western Digital 8TB WD Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD8001FZBX"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09GLCGV9K,824142270349,"MSI MPG Z690 Edge WiFi DDR4 Gaming Motherboard (ATX, 12th Gen Intel Core, LGA 1700 Socket, DDR4, PCIe 4, CFX, M.2 Slots, Wi-Fi 6E)"
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09R7S7PXC,840006661245,"Corsair Vengeance DDR5 64GB (2x32GB) 5200MHz C40 Intel Optimized Desktop Memory (Onboard Voltage Regulation, Custom XMP 3.0 Profiles, Compact Form-Factor, Solid Aluminum Heatspreader) Black"
gl_automotive,26301000,1000 Automotive Accessories,26301045,1045 Electronics,B004JBGCAS,707773754016,GM Genuine Parts 20960717 Radio Speaker Amplifier
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B09D914618,195174018903,"LG 27GP750-B 27” Ultragear FHD (1920 x 1080) IPS Gaming Monitor w/ 1ms Response Time & 240Hz Refresh Rate, NVIDIA G-SYNC Compatible with AMD FreeSync Premium, Thin Bezel, Tilt/Height/Pivot Adjustable"
gl_pc,14701000,1000 Inputs,14701008,1008 Computer Peripherals Other,B0952XQMYV,,"NUOLAISUN LCD Screen Replacement for MacBook Air 13"" A2337 M1 2020 EMC 3598 Retina LCD Screen Display Full Assembly (Rose Gold)"
gl_pc,14700300,0300 Computer Components,14700315,0315 Graphics Cards,B08G5CQMJ3,192876806845,"ASUS TUF Gaming NVIDIA GeForce GTX 1650 OC Edition Graphics Card (PCIe 3.0, 4GB GDDR6 Memory, HDMI, DisplayPort, DVI-D, 1x 6-pin Power Connector, IP5X Dust Resistance, Space-Grade Lubricant)"
gl_pc,14701000,1000 Inputs,14701006,1006 Gamepads and Controllers,B00Z0UWWYC,97855112767,"Logitech G Dual-Motor Feedback Driving Force G29 Gaming Racing Wheel with Responsive Pedals for PlayStation 5, PlayStation 4 and PlayStation 3 - Black"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B08VM9JN7H,792343331278,"Sceptre Curved 32"" Gaming Monitor Up to 240Hz 1ms 99% sRGB AMD FreeSync Premium Build-in Speakers, HDMI x3 Displayport Machine Black (C325B-FWD240)"
gl_electronics,2304200,4200 Audio Receivers,2304210,"4210 Audio Receivers, Amplifiers, and Preamplifiers",B07PTT1PW4,819603019353,"Nero Stream 200W App Controlled Power Amplifier, 2 Channel Class D, Built-in DAC, WiFi Bluetooth Optical USB RCA Inputs - OSD Audio"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B07HM6KJN8,192876032787,"ASUS AX6000 WiFi 6 Gaming Router (RT-AX88U) - Dual Band Gigabit Wireless Router, 8 GB Ports, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS, MU-MIMO"
gl_video_games,6312000,2000 Consoles,6312100,2100 Standalone Consoles,B0045F8QD4,45496880262,Wii Bundle with Wii Sports & Wii Sports Resort - White
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B09FRCT7SM,887276602837,"SAMSUNG M5 Series 32-Inch FHD 1080p Smart Monitor & Streaming TV (Tuner-Free), Netflix, HBO, Prime Video, & More, Apple Airplay, Height Adjustable Stand, Built-in Speakers (LS32AM502HNXZA)"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B096HVSTLG,824142235805,MSI Full HD Rapid-IPS 1ms 2560 x 1080 Ultra Wide 200Hz Refresh Rate HDR Ready G-Sync Compatible 30” Gaming Monitor (Optix MAG301RF)
gl_pc,14700600,0600 Drives,14700605,0605 Networked Attached Storage,B08WLJQYL2,846504003822,"Synology 10Gb Ethernet Adapter 2 SFP+ Ports (E10G21-F2) , Black"
gl_pc,14700300,0300 Computer Components,14700391,0391 Processors,B0815XFSGK,730143312714,"AMD Ryzen 7 5800X 8-core, 16-Thread Unlocked Desktop Processor"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08BJHS3X7,192876586662,"ASUS AX5700 WiFi 6 Gaming Router (RT-AX86U) - Dual Band Gigabit Wireless Internet Router, NVIDIA GeForce NOW, 2.5G Port, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security"
gl_pc,14700500,0500 Monitors,14700509,0509 Gaming Monitors,B08FF3F5HR,887276450773,"SAMSUNG Odyssey G5 Series 27-Inch WQHD (2560x1440) Gaming Monitor, 144Hz, Curved, 1ms, HDMI, Display Port, FreeSync Premium (LC27G55TQWNXZA)"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B08K2NT2G7,192876886878,"ASUS ProArt Display PA247CV 23.8” Monitor, 1080P Full HD, 100% sRGB/Rec. 709, IPS, ΔE < 2, USB hub USB-C HDMI DisplayPort with Daisy-chaining, Calman Verified, Eye Care, Anti-glare, Ergonomic Stand"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B0863BQJMS,190199599956,"Apple Magic Keyboard for iPad Pro 11-inch (3rd, 2nd and 1st Generation) and iPad Air (5th and 4th Generation) - US English - Black"
gl_pc,,,14701101,1101 Tablets,B01KAKPFF4,759776406744,"Apple iPad Pro Tablet (128GB, Wi-Fi, 9.7in) Gray (Renewed)"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B07ZLY26FW,744038062288,"USB-C Portable Monitor - 15.6 Inch FHD HDR FreeSync Zero Frame USB-C Computer Display with Dual Type-C Mini HDMI for Laptop PC Mac Surface Xbox PS4/5 Switch, with Smart Cover"
gl_pc,14700900,0900 Networking,14700902,0902 Network Switches,B08FWNNWTB,606449150544,NETGEAR Nighthawk Pro Gaming WiFi 6 Router (XR1000) 6-Stream AX5400 Wireless Speed (up to 5.4Gbps) | DumaOS 3.0 Optimizes Lag-Free Server Connections | 4 x 1G Ethernet and 1 x 3.0 USB Ports
gl_pc,,,14700510,0510 LCD Monitors,B07V1SQ966,712317290554,Portable Monitor - Lepow 15.6 Inch Full HD 1080P USB Type-C Computer Display IPS Eye Care Screen with HDMI Type C Speakers for Laptop PC PS4 Xbox Phone Included Smart Cover & Screen Protector Black
gl_camera,42101700,1700 Security,42101710,1710 Security_&_Surveillance,B07MZPV6BW,675234631926,XVIM 8CH 1080P Wired Security Camera System Outdoor with 1TB Hard Drive Pre-Install CCTV Recorder 8pcs HD 1920TVL Outdoor Home Surveillance Cameras Night Vision Easy Remote Access Motion Alert…
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B099816R9C,843368067656,"EVGA Supernova 1300 P+, 80+ Platinum 1300W, Fully Modular, 10 Year Warranty, Includes Free Power On Self Tester, Power Supply 220-PP-1300-X1"
gl_pc,14700900,0900 Networking,14700907,0907 USB Hubs,B07ZHT56SQ,85896391050,"Kensington SD4750P USB-C Docking Station for Windows, MacBook, Surface and Chromebooks – Dual 4K Video, 85W PD (K39105NA)"
gl_wireless,10701400,1400 Wearables,10700415,,B0B1T7N9V2,753575971663,"Apple Watch Series 5 (GPS, 44MM) - Silver Aluminum Case with White Sport Band (Renewed Premium)"
gl_pc,14701000,1000 Inputs,14701006,1006 Gamepads and Controllers,B00Z0UWV98,97855114693,"Logitech G920 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for Xbox Series X|S, Xbox One, PC, Mac - Black"
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B0797D5WHH,843368048617,"EVGA SuperNOVA 1000 G+, 80 Plus Gold 1000W, Fully Modular, FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Power Supply 120-GP-1000-X1,Black"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B09PFC2DVD,840023225215,Moto G Stylus | 2022 | 2-Day battery | Unlocked| Made for US by Motorola | 6/128GB | 50MP Camera | Twilight Blue
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09GLD72QH,824142270363,"MSI MAG Z690 Tomahawk WiFi DDR4 Gaming Motherboard (ATX, 12th Gen Intel Core, LGA 1700 Socket, DDR4, PCIe 4, CFX, M.2 Slots, Wi-Fi 6E)"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B09L16P68X,,"Portable Monitor - INNOCN 13.3"" OLED Full HD 1080P 100% DCI-P3 1MS 100000:1 USB C Plug Play Computer Monitor Mini HDMI Travel Monitor Photo Video Editing Second Monitor for Laptop MacBook PC Console"
gl_pc,14700700,0700 Memory,14700704,0704 Memory Other,B071YTK82K,,SanDisk 256GB Extreme PRO CFast 2.0 Memory Card - SDCFSP-256G-G46D
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B08KH1M1H4,192876924068,"ASUS ROG Strix B450-F Gaming II AMD AM4 (Ryzen 5000, 3rd Gen Ryzen ATX Gaming Motherboard (8+4 Power Stages, HDMI 2.0b/DP,2 x PCIe 3.0 x16, USB 3.2 Gen 2 Type-C, BIOS Flashback, 256Mb BIOS Flash ROM"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B087SQLJW1,17229165038,"Plantronics - Savi 8245 UC- Wireless DECT Single In-Ear(Mono)Convertible (3 wearing styles)-Noise Cancelling Mic-Unlimited Talk Time-Connects to Deskphone/PC Mac-Works with Teams (Certified), Zoom"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B088KTR418,190199603592,"Powerbeats Pro Wireless Earbuds - Apple H1 Headphone Chip, Class 1 Bluetooth Headphones, 9 Hours of Listening Time, Sweat Resistant, Built-in Microphone - Lava Red"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B088KSYR1N,190199603394,"Powerbeats Pro Wireless Earbuds - Apple H1 Headphone Chip, Class 1 Bluetooth Headphones, 9 Hours of Listening Time, Sweat Resistant, Built-in Microphone - Glacier Blue"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B088KTDP6H,190199603295,"Powerbeats Pro Wireless Earbuds - Apple H1 Headphone Chip, Class 1 Bluetooth Headphones, 9 Hours of Listening Time, Sweat Resistant, Built-in Microphone - Cloud Pink"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B07ZPC9QD4,190199246850,Apple AirPods Pro
gl_pc,14701100,1100 Tablets,14701101,1101 Tablets,B09B17DVYR,195890697000,"Lenovo - Tab P11 Plus - Tablet - 11"" 2K Display - MediaTek Octa-Core Processor - 4GB Memory - 128GB Storage - Dolby Atmos - Android 11 - Bluetooth & Wi-Fi - Long Battery Life"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B088JYB8V4,192876470510,"ASUS ZenWiFi AX6600 Tri-Band Mesh WiFi 6 System (XT8 1PK) - Whole Home Coverage up to 2750 sq.ft & 4+ rooms, AiMesh, Included Lifetime Internet Security, Easy Setup, 3 SSID, Parental Control, Charcoal"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B07QXLC24V,811254026889,"Razer Turret Wireless Mechanical Gaming Keyboard & Mouse Combo for PC, Xbox One, Xbox Series X & S: Chroma RGB/Dynamic Lighting - Retractable Magnetic Mouse Mat - 40hr Battery, Classic Black"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08V3PMGBR,606449154955,"NETGEAR Nighthawk Advanced Whole Home Mesh WiFi 6 System (MK63S) with Free Armor Security – AX1800 Router with 2 Satellite Extenders, Coverage up to 4,500 sq. ft. and 25+ devices"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B07RBBX5ZW,192876116821,"ASUS AX6100 WiFi 6 Gaming Mesh Router (RT-AX92U 2 Pack) - Tri-Band Gigabit Wireless Internet Router, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS"
gl_pc,14700600,0600 Drives,14700605,0605 Networked Attached Storage,B089RHK7CF,846504003488,"Synology 10Gb Ethernet and M.2 Adapter card E10M20-T1, RJ-45; 1 port"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B088B9S52T,606449146233,"NETGEAR Orbi Whole Home Tri-band Mesh WiFi 6 Add-on Satellite (RBS750) – Works with Your Orbi WiFi 6 System| Adds up to 2,500 sq. ft. Coverage | AX4200 (Up to 4.2Gbps)"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B09Q7SLP6F,887276595344,"SAMSUNG 27"" Odyssey G32A FHD 1ms 165Hz Gaming Monitor with Eye Saver Mode, Free-Sync Premium, Height Adjustable Screen for Gamer Comfort, VESA Mount Capability (LS27AG320NNXZA)"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B09MZCNGSD,887276602141,"SAMSUNG Galaxy A13 5G Cell Phone, Factory Unlocked Android Smartphone, 64GB, Triple Lens Camera, Infinity Display Screen, Long Battery Life, Expandable Storage, US Version, Black"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B01LZG4KPC,606449133653,"NETGEAR Orbi Ultra-Performance Whole Home Mesh WiFi Satellite Extender - works with your Orbi Router to add 2,500 sq. feet at speeds up to 3 Gbps, AC3000 (RBS50)"
gl_electronics,2304100,4100 Audio Speakers,2304110,4110 Audio Speakers,B00378KMFU,747192118815,"Polk Audio Atrium 5 Outdoor Speakers with Powerful Bass (Pair, Black), All-Weather Durability, Broad Sound Coverage, Speed-Lock Mounting System"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B08B8X841L,706487020172,"Jabra Evolve2 65 UC Wireless Headphones with Link380c, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Passive Noise Cancelling Headphones"
gl_electronics,2304400,4400 Other Audio Components,2304410,4410 Misc Audio Components,B01N6YK1GA,,"Audio-Technica AT-LP3BK Fully Automatic Belt-Drive Stereo Turntable, Black"
gl_pc,14700600,0600 Drives,14700602,0602 Internal Solid State Drives,B09JHKSNNG,887276598369,"SAMSUNG 980 PRO SSD with Heatsink 2TB PCIe Gen 4 NVMe M.2 Internal Solid State Hard Drive, Heat Control, Max Speed, PS5 Compatible, MZ-V8P2T0CW"
gl_pc,14701100,1100 Tablets,14701101,1101 Tablets,B08QQTQNDC,887276472447,"SAMSUNG Galaxy Tab A 8.0-inch Android Tablet 64GB Wi-Fi Lightweight Large Screen Feel Camera Long-Lasting Battery, Black"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B094C4VDJZ,27242921085,"Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B094CLC7WK,27242921092,"Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Silver"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B0986CQ976,745551945409,Zbtlink WG3526 4G LTE Router AC1200 Dual Band Cat6 Gigabit WiFi 4G Wireless Router with Industrial Grade Metal Case/Detachable External 6×5dBi Antennas/SIM Card Slot Unlocked Router USB 3.0 Port
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B017ICWP82,792745451321,"EVGA 210-GQ-1000-V1,1000 GQ, 80+ GOLD 1000W, Semi Modular, EVGA ECO Mode, 5 Year Warranty, Power Supply,Black"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B07SW925DQ,192876254011,"ASUS Prime X570-Pro AM4 Zen 3 Ryzen 5000 & 3rd Gen Ryzen ATX Motherboard with PCIe Gen4, Dual M.2 HDMI, SATA 6GB/s USB 3.2 Gen 2 ATX Motherboard"
gl_baby_product,,,,,B0891GRDZ6,37000802372,"Lumi by Pampers Smart Baby Monitor: HD Video Baby Monitor (with camera and audio), Wifi, Night Vision, Temperature & Humidity Tracking - Compatible with the Lumi Smart Sleep System (Sold Separately)"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B08C35KLKK,887276430096,"Samsung Galaxy A11 Unlocked | 6.4"" Screen | 32GB of Storage | Long Lasting Battery | 2020 Model | Black"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B07XWGWPH5,,"OnePlus Nord N200 | 5G Unlocked Android Smartphone U.S Version | 6.49"" Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera,Blue Quantum"
gl_pc,14700100,0100 Desktop,14700101,0101 Desktops,B09DPV3D4N,,"Beelink Mini PC GK35 W10 Pro Quad Core Intel J4105, 8GB RAM 256G SSD, 4K Dual HDMI Mini Desktop pc 2.4G/5G WiFi, Gigabit Ethernet, USB 3.0, BT-4.0 Support Auto Power On"
gl_electronics,,,2305710,5710 Audio Video Cables,B071VCK1FG,766150279344,J-Tech Digital 1X2 Wireless HDMI Extender 200’ Dual Antenna Supporting Full HD 1080p with HDMI Loop Output Operation Channel Change IR Passthrough (Receiver + Transmitter 1080P 200ft)
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09N55K5FG,843368073060,"EVGA XR1 Pro Capture Card, 1440p/4K HDR Capture/Pass Through, Certified for OBS, USB 3.1, ARGB, Audio Mixer, PC, PS5, PS4, Xbox Series X and S, Xbox One, Nintendo Switch, 144-U1-CB21-LR"
gl_pc,1100,,14700605,0605 Networked Attached Storage,B07GNK18VJ,758232357309,XP-PEN Artist12 11.6 Inch FHD Drawing Monitor Pen Display Graphic Monitor with PN06 Battery-Free Pen Multi-Function Pen Holder and Glove 8192 Pressure Sensitivity
gl_pc,14700900,0900 Networking,14700907,0907 USB Hubs,B08H4QR5QK,85896336204,"Kensington SD4780P USB-C and Thunderbolt 3/4 Docking Station for Windows, MacBooks, Surface and Chromebooks – Dual 4K Video, 100W PD (K33620NA)"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B07VXYYG7F,,ASRock X570 Phantom Gaming-ITX/TB3 Mini ITX Thunderbolt 3 AMD Motherboard Model X570 Phantom GAM ITX
gl_pc,14700900,0900 Networking,14700907,0907 USB Hubs,B084J6DB2L,17229171138,"PLANTRONICS Savi 8210 UC, S8210 C USB-A, D200 USB-A, OTH, Mono, DECT 6.0, NA, 209213-01"
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09QNTMHZZ,840006660811,"Corsair DOMINATOR PLATINUM RGB DDR5 32GB (2x16GB) 5600MHz C36 Intel Optimized Desktop Memory (Onboard Voltage Regulation, Patented CORSAIR DHX Cooling, 12 Ultra-Bright CAPELLIX RGB LEDs) White"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09J1SD9J2,195553447324,"ASUS Prime Z690-A LGA 1700(Intel 12th) ATX Motherboard (16+1 DrMOS,PCIe 5.0,DDR5,4X M.2, Intel 2.5 Gb LAN,USB 3.2 Gen 2 Front Panel Type-C,Thunderbolt™ 4,Aura Sync RGB Lighting)"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B08QTXDBJ8,811659039927,Razer Huntsman V2 Analog Gaming Keyboard: Razer Analog Optical Switches - Chroma RGB Lighting - Magnetic Plush Wrist Rest - Dedicated Media Keys & Dial - Classic Black
gl_pc,14700500,0500 Monitors,14700509,0509 Gaming Monitors,B07RGPCQG1,712317364132,"Portable Monitor - Lepow 15.6 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover & Screen Protector"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B07PY897VH,706487019329,"Jabra Evolve 65e Wireless Neckband Headset, Link 370, MS-Optimized – Bluetooth Headset with up to 13 Hours of Battery Life – Superior Sound for Calls and Music – Passive Noise Cancelling Headset"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09BGWJD3C,824142262771,"MSI MAG X570S Tomahawk WiFi Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 2, AC Wi-Fi 6, HDMI, ATX)"
gl_pc,14700300,0300 Computer Components,14700315,0315 Graphics Cards,B00C7EPSVS,784090031808,"VisionTek Radeon 7750 2GB GDDR5 6 4k Monitor Graphics Card, 6 Mini DisplayPort Outputs, AMD Eyefinity 2.0, PCI Express 3.0 Video Card, 7.1 Surround Sound - 900614"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B08HR78C46,615822013864,"Jabra Elite 85t True Wireless Bluetooth Earbuds, Titanium Black – Advanced Noise-Cancelling Earbuds with Charging Case for Calls & Music – Wireless Earbuds with Superior Sound & Premium Comfort"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B085296FLT,190199312722,"Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 22 Hours of Listening Time, Built-in Microphone - Matte Black (Latest Model)"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B08528YFM3,190199462748,"Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 22 Hours of Listening Time, Built-in Microphone - Shadow Gray (Latest Model)"
gl_pc,14701100,1100 Tablets,14701101,1101 Tablets,B09TPY1PZZ,196378893761,"Lenovo Tab M10 Plus 3rd Gen Tablet - 10"" FHD - Android 12-128GB Storage - Long Battery Life"
gl_pc,14700500,0500 Monitors,14700509,0509 Gaming Monitors,B09R8YKB38,884116416890,"Dell 24-Inch 165Hz Gaming Monitor - Full HD 1920 x 1080 Display, 1ms Response Time, IPS, AMD FreeSync Technology, 99% sRGB Color Gamut, NVIDIA G-Sync Compatible, HDMI, DisplayPort, Black - G2422HS"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B00EV05988,885170381117,"Technics HiFi True Wireless Multipoint Bluetooth Earbuds with Advanced Noise Cancelling, Impressive Call Quality Using JustMyVoice Technology, Alexa Built in, EAH-AZ60-K (Black)"
gl_pc,14700300,0300 Computer Components,14700395,0395 Cooling,B09GKP2Q2H,815671016614,NZXT Kraken Z53 RGB 240mm - RL-KRZ53-R1 - AIO RGB CPU Liquid Cooler - Customizable LCD Display - Improved Pump - Powered by CAM V4 - RGB Connector - Aer RGB 2 120mm Radiator Fans (2 Included)
gl_musical_instruments,26704000,4000 Sound and Recording,26704100,4100 Sound Reinforcement,B00IBIVL42,86792985077,YAMAHA MG10XU 10-Input Stereo Mixer with Effects
gl_watch,24108800,8800 Smartwatches,24108802,8802 Smartwatches Womens,B09B2XYTWC,796483553989,"Fossil Unisex Gen 6 42mm Stainless Steel and Silicone Touchscreen Smart Watch, Color: Rose Gold, Purple (Model: FTW6080V)"
gl_pc,14700300,0300 Computer Components,14700391,0391 Processors,B091J3NYVF,797505615449,"AMD Ryzen 7 5700G 8-Core, 16-Thread Unlocked Desktop Processor with Radeon Graphics"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B089FT8G44,889523023006,GIGABYTE B550 AORUS Elite (AM4 AMD/B550/ATX/Dual M.2/SATA 6Gb/s/USB 3.2 Gen 2/2.5 GbE LAN/Realtek ALC1200/HDMI/DP/PCIe4.0/DDR4/Gaming Motherboard)
gl_wireless,10700200,0200 Wireless Accessories,10700295,0295 GPS and Car Accessories,B08JCCYHS1,783103855639,RV Backup Camera Wireless HD 1080P 7 Inch DVR Touch Key 4 Channels Monitor Car/Truck Trailer Motorhome 5th Wheel 2 Rear View System Infrared Night Vision Waterproof Adapter for Pre-Wired Yakry Y33
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B086VR3T39,615822012683,"Jabra Elite Active 75t True Wireless Bluetooth Earbuds, Sienna – Wireless Earbuds for Running and Sport, Charging Case Included, 24 Hour Battery, Active Noise Cancelling Sport Earbuds"
gl_pc,14701200,1200 Chromebooks,14701201,1201 Chromebooks,B07XL4JHXR,887276371382,"SAMSUNG Galaxy Chromebook 4 11.6” 64GB Laptop Computer w/ 4GB RAM, Gigabit WiFi, HD Intel Celeron Processor, Compact Design, Military Grade Durability, US Version, Silver"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B092J315GM,,"CREAMIC BTC-37 Mining Motherboard, Mining Machine Motherboard CPU 8 Video Card Slots DDR3 Memory Integrated, VGA Interface Low Power Consume for Mining Machine"
